,0
28136,8
66120,5
15109,3
12832,9
24646,8
28772,0
27440,9
37788,6
53869,6
43073,4
5139,3
60780,3
28674,9
21726,3
49791,3
23539,9
30914,8
59487,0
32170,2
65784,9
51770,9
29386,0
17874,6
29885,4
6171,5
26422,0
63957,5
4534,1
7437,7
52682,4
22816,0
16297,6
3112,2
34357,4
9881,0
27295,9
24157,6
26031,2
57947,5
52597,0
47001,4
21114,5
24790,2
68493,1
52760,7
66134,6
18222,0
3594,9
32455,6
66661,1
48983,5
19303,0
48539,6
51060,1
40106,8
6045,0
57528,5
53889,3
19753,1
21583,5
23936,4
31003,7
35041,5
56274,7
1781,6
22651,7
34092,3
30296,9
59140,7
5003,6
48032,6
50431,3
66832,5
37523,6
66579,4
47005,0
41088,7
40362,1
38069,8
60113,9
61783,7
34124,6
10970,9
60516,2
39929,2
42370,6
19181,3
13236,4
11531,2
23978,7
63724,0
69293,9
27054,7
12611,5
37705,0
9855,2
1829,3
5513,4
56086,7
4630,9
56048,1
64099,7
12463,3
58343,3
23748,9
68492,2
44270,8
31638,2
418,8
15705,7
59517,1
37778,8
15950,8
35664,6
3450,4
18841,2
19704,7
5648,1
26166,4
36471,3
21862,6
43979,6
9704,4
53183,7
30700,0
11163,2
847,4
24077,5
7033,7
18139,2
36667,0
37325,8
34395,7
45811,7
67607,0
22979,5
69936,8
31156,7
11099,7
49859,3
40155,2
19866,3
40623,5
44983,4
56951,4
47802,3
17994,9
49717,1
40237,0
2264,4
10389,3
45801,3
33636,8
55986,0
53078,4
28903,8
13328,5
12434,1
26441,7
23257,9
45433,1
18391,7
35534,4
11224,9
26363,5
47255,2
7262,2
22468,3
57402,3
3923,3
28297,8
29214,1
56304,9
13853,0
43057,9
13239,3
24339,1
64514,4
61380,9
66114,0
30406,9
9274,7
57319,2
45503,0
45386,0
62039,6
32534,1
56257,9
7364,0
39160,1
51769,8
12053,2
7157,9
63362,6
13167,6
6699,9
36550,9
11196,9
43040,2
2457,2
63813,8
62713,0
17617,7
59059,0
13700,1
5632,6
8200,3
57432,9
18955,3
45956,8
7776,2
63749,6
7326,2
57180,5
1456,6
47009,9
52991,7
62271,8
16079,7
25249,2
27787,2
63921,2
5321,0
36398,7
34576,7
60760,4
34903,9
34065,5
9,4
11015,9
13571,7
26084,3
43903,9
12725,1
30097,0
36599,5
679,5
9294,3
40020,3
22070,2
24568,7
39183,7
15257,6
55149,2
33031,4
22120,1
47583,1
37033,6
36520,1
21798,2
44815,0
24516,5
12451,3
68860,3
16391,4
21203,0
32937,1
24909,8
69039,1
65533,7
23002,7
60922,2
7483,3
58717,9
17193,8
1962,9
10964,4
18618,8
20516,8
64951,1
12700,3
48580,9
16781,2
65209,8
23392,5
14658,6
29399,6
64413,6
45141,6
5448,7
20383,6
10135,6
11574,0
5457,9
1411,4
2908,2
1895,9
3488,1
5825,7
41373,4
67820,0
60079,7
69909,7
61973,8
22898,9
54013,3
30542,4
12159,6
6404,8
20819,8
66775,5
39676,7
43493,7
69891,9
68363,4
39334,0
28450,7
12014,8
53470,5
19077,5
11827,8
26060,9
62864,2
49888,1
52630,2
5688,5
289,4
68051,4
54397,3
7905,0
65653,0
43816,3
38357,1
38519,9
60157,0
58113,3
22387,6
40169,4
66318,9
36076,3
43930,8
59791,6
52438,0
40065,9
53570,3
55437,2
32416,7
27123,1
62517,2
19220,9
48941,6
27438,6
61329,1
3480,8
20876,8
49354,0
27023,0
18264,2
1625,0
17227,3
47134,9
3269,0
61404,0
18979,7
36899,3
42666,1
49525,8
56467,2
61299,5
21382,2
40974,1
9159,5
38542,2
31168,8
2444,8
67879,4
3096,6
44925,6
35976,5
18879,5
59390,2
6428,3
38252,5
14812,1
59113,2
35743,5
59656,9
69376,9
33871,6
49885,5
18210,2
36997,1
60062,9
4651,2
20294,4
26608,0
55205,7
6312,4
48410,4
24050,2
19453,7
2012,1
61841,0
23609,7
53042,3
9863,6
64216,1
6857,0
23573,8
32633,6
65409,4
7542,1
32512,4
49871,9
13591,5
43437,6
57259,9
6407,5
219,5
42670,7
17792,9
31894,1
11354,0
17749,4
2289,4
50744,2
29129,5
28035,1
26791,8
53469,0
19617,6
8091,6
2342,2
51110,1
3905,4
99,1
23614,1
60260,8
47712,9
42246,9
35731,7
44856,1
46863,2
30617,6
33652,1
28889,9
14351,4
54861,4
14575,1
69638,9
7184,8
63072,8
60443,0
14073,7
49779,6
29254,8
35217,0
18586,0
47317,8
65523,9
3064,2
63479,0
61000,9
56584,1
41284,2
14373,2
33177,4
4912,9
14774,4
60218,5
66249,9
2361,4
32686,5
41162,9
36042,1
38296,4
43404,0
62010,1
21739,5
68185,5
46544,5
26334,4
44970,5
1803,7
28049,4
61829,1
64247,2
17856,1
30342,9
56873,7
51703,4
12968,3
18484,4
41304,8
58720,2
5181,7
35601,6
16707,2
53537,0
49915,6
27923,6
17965,1
16041,7
28193,3
3884,0
54558,7
10697,6
13808,0
53545,3
13604,1
56728,1
22879,1
33091,1
63323,8
51751,2
39817,0
37396,8
39002,2
42121,5
9160,5
6419,1
33364,2
26523,8
66600,5
60195,3
31504,3
16114,8
2744,5
34145,3
950,7
36280,4
39905,1
64663,9
23725,5
68833,7
29554,6
14617,2
37556,7
41584,7
10517,7
13602,5
53212,0
58687,7
51050,5
57964,2
64724,8
17452,0
36920,9
29518,1
6524,5
56484,4
14950,9
4807,1
58385,9
65457,1
27694,4
8217,7
67583,5
41419,1
6335,8
30021,7
42859,1
45794,4
18027,9
45635,6
10202,7
11773,9
27327,0
44031,1
22140,9
36871,0
50267,4
12515,9
3109,6
38457,9
10491,4
26236,5
27242,1
14279,8
1635,5
68102,2
27976,7
8407,6
66096,3
12044,3
54233,5
53396,9
43224,3
41759,5
23953,1
55760,6
62494,9
37605,8
69280,8
53893,0
29971,6
47633,7
48985,5
39792,6
17186,9
31637,5
27006,6
65222,5
5163,8
8337,5
35104,2
41820,3
24757,8
68368,6
31141,9
54262,2
13345,5
34778,1
34957,9
772,9
69522,7
58846,5
55187,4
57099,7
12474,2
20769,5
4275,8
21043,7
37829,6
57085,9
57258,9
13855,1
30050,8
69441,6
5959,7
47442,1
68606,7
6951,1
59467,3
60602,6
47548,8
24558,8
53848,8
55454,9
34582,0
29937,0
7402,1
58900,6
67837,9
68213,9
55495,1
34982,7
32482,1
49467,3
49926,3
7305,0
54416,1
46963,0
8358,9
55984,6
23947,5
4489,2
54714,2
66213,3
48537,1
19677,4
9467,7
67006,3
44573,7
22874,0
57420,0
64682,9
13517,5
5871,3
16899,4
200,1
62689,5
19375,4
34265,7
13249,2
68730,0
23713,4
12490,3
28995,3
10936,8
38273,8
69246,2
22458,9
31953,5
43688,4
64135,2
36250,8
13625,1
830,2
31371,6
3755,1
53499,6
63838,7
25810,9
32351,9
7663,7
13713,3
47035,1
44228,9
68449,1
20680,4
16539,8
56991,1
66536,4
4750,1
31167,6
28422,9
57538,4
59293,7
69883,5
9800,5
10724,4
47771,4
44800,1
9254,6
13486,2
69907,5
54015,5
69969,1
4556,0
9531,5
34239,3
45685,4
29357,3
51585,0
67938,5
44808,6
47399,7
66949,2
56001,8
49728,5
65994,6
67421,4
59343,8
20717,4
61099,6
56444,0
66010,2
28372,5
9713,9
64326,2
5533,4
69279,7
61763,3
64337,1
52147,7
46331,5
38946,0
54965,9
43434,2
55216,7
10512,6
36012,7
55629,2
8592,9
38163,1
18188,1
22989,3
41044,7
19182,8
48138,8
32982,8
17351,1
54349,0
16071,3
29690,4
747,1
39052,1
11853,9
19658,7
49806,7
9016,6
17416,6
16403,2
39808,5
65298,8
21072,9
36342,4
15553,9
27319,6
1501,0
10793,6
60851,0
66240,2
14742,5
14526,6
41702,2
5270,3
20667,9
34356,0
18378,8
62464,4
41885,4
26964,7
62195,7
34428,4
59837,8
56596,4
60904,0
4903,1
6693,6
34545,4
32251,9
48161,5
30163,0
50439,9
10245,0
40776,5
17525,7
49367,5
50154,4
45351,8
34724,2
24046,8
55207,9
55881,3
24358,3
8794,3
3847,9
27098,7
43137,4
33003,0
40019,6
56303,9
44119,6
57631,1
63090,0
15104,8
44872,0
67281,2
7849,7
11098,6
24455,7
3563,5
45362,2
26056,7
37286,1
61556,8
3766,8
25819,8
6874,6
55581,8
63611,2
16648,6
46742,9
44101,3
23577,6
1123,1
14478,8
30234,4
55090,7
13370,2
9656,7
53056,2
47907,2
24249,2
34216,4
67499,9
57704,4
42081,0
37506,0
68414,0
12538,4
19011,1
21501,7
46852,4
51209,9
56066,7
16233,1
41296,0
8049,7
63025,4
29726,2
50821,8
724,7
43513,2
61743,9
3855,3
19678,6
42445,3
11834,0
53978,5
24382,7
26009,1
23041,2
42556,5
16438,4
32798,4
3719,2
8929,6
57048,7
59206,6
50758,9
26288,4
13291,4
20349,0
16563,0
40659,5
56850,7
37093,7
20162,7
59651,0
68805,7
22303,1
29919,7
40176,6
33151,8
37766,2
31144,1
36179,8
43534,8
28866,4
38812,4
3790,7
35082,5
29411,6
68278,0
56926,2
54948,6
4471,3
63257,2
13020,6
3973,4
32414,3
3356,5
47534,2
41184,7
8662,8
61515,1
27040,4
57239,9
43138,9
48221,7
21486,8
5548,8
42228,9
27184,7
39471,4
64690,7
14424,4
53046,5
5431,8
35328,1
58107,8
61457,0
32744,2
39814,3
41526,1
11568,8
61779,3
37799,4
14720,4
64156,2
48501,7
61619,0
64229,4
7477,8
60474,8
31880,8
39035,8
23638,9
9002,9
20196,9
27811,0
20588,7
54697,3
61794,0
54923,6
11892,6
37779,9
43804,6
46302,1
22013,0
8092,1
9356,7
19836,3
59386,4
15045,3
1647,1
26556,1
49256,4
49426,6
40654,5
37512,8
51525,6
34156,1
54193,7
40589,2
22073,5
2245,0
69234,5
58082,1
13245,6
17319,9
34478,5
56153,6
17859,8
22952,1
54443,9
66694,1
61187,2
7301,7
63618,9
50446,2
9224,7
53414,5
6341,0
29331,6
54591,6
63626,8
13365,8
68444,5
5038,4
29308,5
56219,0
3814,6
37771,8
12338,3
30800,0
39813,7
2304,5
37897,1
7974,4
59755,0
1653,4
38144,7
50340,3
59375,3
58460,5
34975,9
1243,1
38316,4
18421,1
61117,7
24063,3
41806,0
64170,1
5998,6
46820,7
37218,6
24313,9
50054,8
11297,1
5085,4
21250,3
26625,3
50874,7
5535,7
60773,9
63884,9
50991,2
22982,6
47831,8
26820,0
13005,0
67292,3
30963,1
27753,2
57553,5
15940,1
25897,7
55040,2
58011,8
66324,5
61488,4
47872,3
54004,0
30686,9
43902,3
40094,4
15869,3
6346,5
58302,8
31859,6
27174,9
53271,8
59404,9
34781,4
42667,6
55684,4
7385,6
7956,8
201,1
44881,2
46466,7
60292,9
24590,4
3568,0
43522,8
19358,8
52223,1
8223,0
50386,9
26308,0
57548,4
2038,5
61160,4
30417,3
51035,1
11331,8
16256,9
3583,9
42509,5
54600,0
41178,9
1204,6
31413,5
62434,1
38592,5
49114,8
64686,6
26697,6
65596,3
32062,0
35926,4
41087,2
64115,2
27296,5
26356,7
12689,5
31780,1
48182,9
5225,1
17928,1
33504,7
47556,9
33478,4
3961,8
42473,8
1395,2
49425,2
11421,7
60477,2
33079,0
61577,6
35646,0
31779,5
25895,7
21028,0
64302,5
49917,2
48019,2
33773,5
26680,5
34962,9
59253,2
29747,4
8932,0
37576,6
32986,1
8845,7
32104,7
39445,3
4908,5
41546,6
35277,7
28762,5
14764,6
39264,8
46402,4
30502,7
44507,8
19891,2
12844,2
35087,0
3440,1
63262,7
29497,0
46383,6
48434,0
54305,2
12245,3
55996,2
6027,5
56513,2
3128,0
47338,1
32841,6
64753,8
21707,5
30833,3
4009,0
6426,5
5032,4
46472,4
40345,2
67175,0
25134,9
41808,5
53891,1
67612,5
57667,9
21979,1
39787,9
42350,6
58256,0
8684,3
29808,9
28157,3
21824,7
19671,1
58915,8
69448,7
48932,3
44994,1
68196,6
59237,6
6688,7
18701,5
26601,6
3781,9
13177,1
4306,9
30900,5
36712,0
55917,0
32738,7
59639,0
64715,7
65936,4
48638,0
31173,0
23393,4
68392,4
54660,3
37176,4
6600,7
2238,7
7861,3
59901,0
30664,7
38605,0
36742,4
19231,3
9693,1
60170,4
6552,4
47559,7
41114,9
16897,8
44919,1
15265,1
29496,2
27291,5
2300,6
33605,5
9287,0
25632,2
9303,3
47312,8
65486,1
36592,3
57809,7
44616,8
27884,9
15459,6
42045,0
8133,2
4589,9
48536,2
39554,1
17664,1
14229,0
63995,3
61370,5
68907,2
51518,6
67136,9
299,6
26217,4
36319,9
38093,4
26045,9
48870,4
9768,7
6081,3
63875,4
6612,3
49240,7
9464,5
41677,7
53083,3
46855,1
20554,9
60833,9
26722,0
39881,5
16293,4
60275,4
18031,4
6206,1
62846,6
67311,3
59217,6
43824,8
5219,9
43579,8
26533,2
10463,6
46070,3
23875,0
30515,3
11035,8
28046,5
48044,1
740,8
40120,2
54635,3
56785,2
54090,2
23215,8
45552,6
11636,0
52527,5
36971,9
4211,7
48024,1
30760,3
16376,1
24779,6
10028,9
52401,8
56429,0
39556,5
40636,3
8671,9
22489,1
39955,0
17893,3
30214,1
54491,5
62309,8
41858,1
54391,0
25079,7
12104,6
16545,1
27769,6
58883,6
62974,1
19232,2
33912,7
41202,5
12947,0
66245,8
21488,6
50370,7
46522,5
66596,6
6863,3
8982,0
29159,7
26130,3
52141,6
50783,7
57069,1
44446,1
57725,7
45490,5
27970,7
57161,0
16325,1
15130,0
49064,8
58680,9
64396,4
15113,7
30817,5
26239,5
63545,6
35288,2
12762,6
11121,8
58851,2
34809,4
31463,0
34403,1
62750,6
29102,0
20631,3
35134,2
26214,9
62033,0
28843,4
43592,6
58668,0
54986,8
54357,3
25977,6
55741,8
68471,3
9666,0
45636,3
63501,9
46697,7
48593,7
26097,7
31553,7
5940,9
3,1
54655,3
13650,4
19304,1
63110,3
48731,5
18778,5
65475,2
64866,4
69957,7
39401,7
40790,1
53343,2
31231,6
22976,8
42781,4
19959,5
21687,1
44095,2
21745,6
27325,9
62018,1
27834,2
15778,5
58916,0
59668,9
57191,2
27851,8
25880,3
43681,2
912,5
63067,6
5254,5
53582,4
1052,1
11287,1
1984,9
32024,2
39717,1
10798,5
37366,4
60759,9
51467,8
27542,7
27950,7
7738,5
69581,3
21241,6
34284,6
51484,8
68650,1
8421,5
21232,4
41060,6
3945,4
36058,9
940,9
64953,1
29073,3
26030,5
67705,6
48109,2
47251,5
13254,1
62406,9
29391,3
51674,5
69658,6
5976,7
63291,4
37585,4
36170,2
69523,5
36663,5
66901,1
39528,6
23059,1
3602,1
39172,9
57674,9
37397,3
11012,3
52865,0
61491,6
11879,4
498,6
24129,2
54264,4
60788,9
36461,1
21930,3
38824,1
33059,8
39552,1
55600,9
51845,0
51280,9
18271,6
56024,5
45471,1
64507,1
63249,4
44120,1
12310,1
49575,0
63961,6
52411,1
64605,3
1203,4
53498,1
16824,8
28206,8
1521,1
12927,0
19460,8
38970,3
56808,4
66572,1
4047,0
45208,8
31208,6
44940,7
36569,0
31893,9
4915,2
9600,2
45223,8
60043,2
61166,3
47063,1
65532,7
28705,4
37866,9
61798,3
46263,9
10591,6
10229,6
12980,6
44868,7
29384,5
68023,0
15929,1
62474,7
11474,9
377,7
24905,6
66212,8
52852,4
47190,0
16900,3
51465,7
60816,2
41009,7
43458,1
38429,0
53071,8
28139,4
51123,9
57284,2
5991,5
62565,7
50814,2
61197,0
51281,9
30141,0
7001,7
46504,8
65094,7
12395,7
16526,4
66716,5
50857,1
8379,1
34585,1
56684,9
64438,4
58707,3
41488,6
45899,5
1804,8
18153,9
51351,4
60662,9
30942,9
61342,4
50904,5
41946,2
8757,5
46132,7
36140,7
55017,3
57081,5
43159,5
65670,7
20706,1
2388,8
48585,7
53437,9
27395,0
52610,5
11715,1
16902,2
43692,8
63729,2
1277,1
42599,0
7911,0
64223,4
28641,7
63204,8
21402,1
55763,9
53356,5
9289,3
39511,4
26923,0
54681,7
56681,9
20137,6
1588,3
8519,5
26304,7
39769,7
28603,2
27211,3
64896,4
52997,7
41345,7
65716,2
64755,3
1533,3
33433,1
12206,7
38424,1
40026,9
24888,1
49280,0
51520,0
37369,9
60393,1
34107,8
67525,9
23784,7
5893,9
29413,2
39603,1
22734,5
50597,8
14198,4
41149,6
34981,7
11682,9
68928,9
11743,1
42985,0
14661,6
34347,9
32657,4
64998,4
4253,8
5742,5
68953,9
15350,3
52102,6
5917,8
43193,9
65722,1
17337,1
37625,3
44806,8
67738,1
10271,6
14156,4
65083,5
24258,4
38606,8
34658,6
13758,6
31327,2
41015,3
18362,4
50362,1
10079,8
47069,0
59879,4
29183,8
19042,9
6339,7
41142,6
38123,0
18455,4
16169,7
4778,6
32718,1
41683,0
7152,4
32836,2
35269,2
9401,3
2666,7
10422,8
4417,4
46467,4
26319,4
37498,9
37102,1
43680,5
53018,1
18826,3
1500,9
52640,6
63574,0
63864,0
49514,4
3893,3
68407,3
42074,0
42574,4
63525,7
17231,4
30019,8
14250,8
27583,0
44241,8
11119,7
7778,3
21712,6
60886,6
30959,7
11014,0
19624,6
64060,4
17480,2
36334,7
56230,9
43222,7
23141,7
14750,7
63330,2
31935,2
1664,0
44445,0
62239,1
36882,0
25472,9
63075,9
51563,1
48201,7
28191,1
18483,4
47812,0
65842,4
16610,1
67171,1
33252,9
10284,9
45079,3
62370,0
51972,5
24581,6
69779,2
48561,5
21886,4
61600,3
64310,5
4596,5
41408,6
18674,8
26702,3
27363,6
21227,5
61527,1
25776,8
36708,8
54492,8
62991,3
53640,8
8132,8
50207,1
35728,7
30,3
53717,6
52338,6
38436,1
38813,9
33125,4
6119,6
9535,7
57599,1
22382,5
17663,2
20333,9
63652,1
23722,5
42551,9
6342,3
28609,1
57328,4
11450,8
15342,3
39675,3
28056,1
23096,4
19590,5
17837,4
41073,1
30411,3
48329,8
51953,6
44337,6
34436,2
15507,1
65464,4
45462,2
30901,1
22605,0
23460,2
14269,0
43639,4
46763,0
47346,0
67392,7
68243,0
57931,1
18850,2
10319,8
61626,6
25814,0
20999,4
27997,5
8310,8
41601,7
15612,1
8538,1
62818,4
23562,8
28399,7
32032,4
30884,2
31223,4
24965,3
13989,0
64303,1
50006,5
11722,8
51007,8
42632,0
64599,6
6679,9
15868,0
33195,4
50610,6
196,7
32323,5
20937,3
56448,3
3141,5
49030,9
14608,6
29691,8
6730,0
64204,2
27487,4
8549,5
66117,0
41525,1
21833,5
9604,2
25821,9
5787,3
57213,6
13452,2
47357,5
42561,1
1757,9
19015,3
3277,9
52782,2
29927,1
8551,3
56500,7
49283,1
58715,7
52318,0
69684,7
61851,9
43867,5
11585,4
8704,1
3566,9
29464,3
19849,5
16854,9
27964,8
45391,4
62732,6
63267,2
48685,4
66687,4
5647,2
26813,8
60792,3
6112,5
29700,8
16282,8
16688,8
38222,5
56884,9
18862,3
16536,1
39256,2
37662,5
49325,4
59297,1
4038,4
28969,1
46988,8
54411,0
34184,9
17802,1
4702,6
57335,8
50019,5
5561,6
7023,9
69565,4
7374,5
37754,9
7731,7
54531,3
11431,8
58496,4
19824,9
21715,1
40453,8
6690,6
27013,1
9309,8
33961,9
13153,9
55909,5
35494,2
3560,1
37985,2
37737,9
47300,6
7815,6
61552,4
6879,4
40355,6
8672,3
34499,6
14105,4
53044,9
23098,6
67944,1
8256,7
12656,3
8189,1
8694,8
54836,0
21110,8
31929,5
55214,1
45335,6
66739,3
60787,8
60866,5
26263,1
51422,0
33190,1
27699,5
54156,4
57700,0
26275,9
51365,0
34009,6
21216,0
53967,2
165,6
15226,3
63670,3
22517,5
47818,3
4500,0
69291,1
56952,8
27085,8
2942,8
46095,7
1732,9
20513,9
6872,9
7397,3
57486,0
17681,8
59167,2
48805,1
56019,8
56404,0
977,6
18400,1
22632,1
26887,1
30199,6
5020,1
40359,1
28545,1
12006,9
47683,5
28068,2
46767,8
30376,2
46306,3
39748,5
24126,1
14968,8
55997,2
9923,2
10842,1
2091,5
13238,0
17925,1
36255,0
2901,8
5352,7
13364,6
18152,7
3628,1
11426,7
51373,3
68735,8
13831,3
66898,8
45408,3
43425,9
65954,2
13488,3
27340,5
45976,8
60326,2
46558,6
4201,0
3470,2
7502,4
20992,2
68526,1
39667,4
53519,4
68513,0
6535,9
21905,1
65655,7
27078,3
58485,7
1362,8
59450,0
14577,3
2240,4
57899,2
30842,5
6379,9
30303,1
23850,6
12505,4
20438,1
44366,1
16305,0
17004,6
55346,7
53548,7
2237,8
32971,8
20647,6
6902,7
63118,6
37357,9
44236,9
44099,5
56204,3
31659,9
8371,8
31011,3
20587,3
11382,8
29589,8
23657,3
60164,6
8999,9
45451,1
32860,9
14121,2
47957,0
28598,9
50879,4
16687,7
10157,1
11709,4
45035,0
51451,1
54329,1
52866,7
48184,1
20040,4
42119,4
62840,3
41942,9
65459,0
491,1
36691,7
66232,1
64363,9
55010,5
6596,4
49974,0
37957,2
30259,7
37742,1
66900,6
60158,3
50373,9
11592,6
45575,9
57719,6
7886,9
39064,9
2650,7
33425,1
15931,4
34045,0
11264,4
16404,2
643,3
31546,2
29078,9
50932,6
23094,7
19265,1
32369,4
60366,6
29568,6
56155,5
8003,0
57978,7
65024,2
2718,0
24166,5
7557,0
5726,9
43464,8
12365,1
22055,6
41765,3
23745,9
7870,2
50208,0
3636,9
1716,1
50220,6
51342,5
12652,0
7798,9
21166,1
65507,2
35700,0
28414,0
12868,9
32452,8
68620,7
50090,4
29818,4
54421,0
1543,8
31767,9
50129,7
61839,2
41892,7
4037,5
38256,2
12512,1
25621,4
42767,6
10626,4
47978,7
64048,0
32495,3
54351,0
56543,7
23263,8
45644,3
391,2
63886,6
63935,6
43015,4
54977,3
16133,7
6761,4
58529,9
17785,9
2681,8
13608,8
61897,1
52934,0
65505,0
26486,9
16830,6
12513,8
12918,1
19553,6
69090,1
51911,7
426,7
5885,2
57973,1
45457,7
47746,3
57997,1
60055,0
13118,8
54382,9
11,5
5508,2
60133,7
55018,6
60319,5
22157,6
65214,3
69683,4
932,9
47585,2
40547,8
49311,0
13064,7
36330,5
2615,0
48631,0
31272,0
51183,8
28719,8
52716,0
18461,0
38947,9
50150,1
39755,0
55199,2
10237,0
36835,3
44298,2
18525,6
68015,8
64269,4
52696,0
36213,0
34784,4
72,1
22965,8
43337,7
2294,4
55242,0
36211,9
60498,0
17721,8
27739,2
55775,5
45481,8
36328,9
51128,8
58753,5
30074,6
59858,9
33186,3
18942,1
62256,4
33180,2
55589,2
63339,2
40523,4
47062,7
30843,8
12841,7
30595,5
25550,4
18780,2
28240,9
30481,7
4796,4
53,4
67036,5
6885,1
67454,5
23013,0
35397,5
41731,5
25386,0
15975,5
40965,0
44742,6
46391,0
14616,4
69236,0
54366,5
64253,8
54730,3
42545,3
22698,6
60698,4
35824,9
16753,9
42696,9
5030,8
35630,2
53621,6
26647,1
67692,3
67492,2
42784,7
50614,7
49463,0
27270,1
8871,6
50339,4
26457,0
40046,7
11797,3
27080,4
54198,8
15981,4
55197,4
54295,8
34797,9
56384,1
46299,8
24270,9
55306,1
55376,5
42449,5
60379,4
28300,1
10378,1
38962,2
14192,8
57770,6
931,2
5661,8
3309,0
65103,8
15420,4
66585,4
42688,8
19440,1
1905,9
54177,1
47471,5
12251,6
4156,3
69053,6
38633,6
63567,8
61307,6
14004,7
69272,9
5673,4
31842,9
65608,5
64933,5
11905,6
18678,6
6803,8
20474,1
27896,1
15526,6
55330,8
66837,7
36162,9
12671,1
42854,4
24990,7
35244,1
48834,0
60414,9
39292,6
41714,4
62795,6
20919,8
10581,1
52415,3
7811,9
49605,2
8822,6
1636,7
24781,4
62566,3
60434,9
5116,8
45098,8
29838,6
39526,5
40840,5
13830,0
67384,9
263,7
38857,7
50436,9
58468,2
13610,1
30195,4
29599,0
47246,2
68563,5
10658,9
64237,9
22243,9
38154,9
48535,4
22264,5
30446,9
63113,5
69927,4
24889,8
20877,0
9733,0
51834,0
13930,2
29142,8
35750,6
40319,1
49046,8
66894,0
59913,2
16413,9
32304,9
2301,1
29064,2
35381,3
59026,4
19168,1
11886,4
67213,6
37217,6
36221,8
69585,0
9202,6
15509,2
9555,9
59803,8
43450,2
50293,1
28751,8
65991,1
20912,1
9571,7
65620,7
25619,3
63178,0
28819,1
59986,6
44155,4
21235,4
8124,1
4093,9
64534,9
4113,5
3100,4
28110,1
6245,0
21266,0
49357,1
1464,8
30529,4
43389,1
23622,6
63371,0
29673,1
3552,3
59225,0
60601,8
40810,7
12772,7
28266,2
5286,0
61573,8
37644,8
26273,8
61661,3
10494,4
62404,4
18924,3
29526,6
20222,3
62407,7
49489,9
47884,4
35791,6
56875,3
26705,7
1158,3
22090,7
64144,1
56890,5
25263,9
3355,9
34306,9
57410,1
65809,1
12092,5
67460,7
61182,6
6868,5
258,7
21039,5
26822,9
46084,7
52850,1
31392,0
49564,9
25633,9
8801,7
31355,8
8326,6
29182,3
48261,1
25826,4
57305,1
61407,2
15300,1
41953,9
52131,5
43853,3
23028,2
11854,7
18352,1
46494,0
40855,9
60285,2
32122,7
18683,1
31294,6
33594,3
61311,9
31565,9
53586,3
52420,6
30658,4
16290,4
32300,8
35142,4
41324,7
45129,0
24438,6
28932,2
820,7
11609,5
4660,6
49596,0
35299,1
648,1
32560,4
58242,9
16243,3
40189,5
45990,3
55682,0
13106,1
6014,7
45199,8
43551,9
48289,8
4548,7
19058,1
13034,9
33350,0
62137,1
48199,6
15706,6
23854,1
47760,3
36374,2
19528,1
56969,0
69766,4
23587,4
4059,6
36006,2
69021,6
15936,3
44745,1
13755,7
6988,5
9123,6
14055,8
16111,3
10418,6
22589,0
62748,0
35211,6
54749,8
49022,6
33119,4
6233,3
6253,4
43955,6
28169,2
30419,9
15258,8
9861,8
30576,6
61347,7
60605,7
10263,7
38096,7
31827,2
42118,9
6739,3
1389,6
18691,7
27620,0
16580,9
63843,1
37197,3
5557,8
11298,2
61830,1
27255,5
768,5
59247,1
26876,5
9264,1
62276,1
67012,2
12492,7
52555,9
53165,3
5078,8
38146,8
43630,2
36086,5
43330,3
15073,1
37144,4
37167,3
22510,0
43861,8
59988,7
54713,9
2250,5
42700,6
56102,9
1442,5
42483,0
66528,2
20228,9
56858,8
34760,5
23893,6
2489,3
22341,2
69284,4
30338,6
13985,1
28501,4
15259,4
59959,6
4705,8
3319,3
37884,4
15601,9
60025,0
4079,6
43616,1
8761,8
5133,0
21822,4
49702,2
1800,2
23846,2
19486,1
13377,0
36980,6
27442,6
40994,9
60150,9
49238,8
911,7
63408,5
48118,2
64878,2
44020,3
68310,2
44392,7
22059,8
1771,0
20326,3
9641,8
62439,2
28908,9
12364,7
13206,0
31652,9
2595,9
7639,5
2442,8
46224,2
17679,8
31363,6
2649,9
25975,8
1807,1
41485,0
2861,5
30853,5
64853,1
52424,4
8897,0
25695,3
918,7
25753,6
17141,4
15558,5
56050,0
23857,1
52468,8
62346,5
18370,2
11606,1
66421,3
44039,7
63003,1
30704,9
45496,7
67325,1
18577,8
4619,4
67192,2
47091,9
24195,4
51762,5
27231,9
20048,7
2158,6
57367,7
47518,4
64708,1
62649,0
67703,0
732,2
40015,1
24467,2
62698,5
65988,7
61459,2
59492,5
33107,7
7062,0
23348,1
49039,9
9377,2
8568,3
19653,2
14315,6
42310,2
59200,1
18831,4
24786,2
34191,7
29012,9
22245,0
24637,4
61277,9
7936,9
62833,7
64980,6
60659,2
10861,0
65035,0
8476,7
65228,6
7577,6
30789,1
21265,7
38150,4
48286,4
44694,4
3924,2
37714,0
11575,8
24487,1
51615,8
68249,8
31701,1
11997,2
61549,4
25674,8
19896,6
49219,9
67663,8
64492,3
5904,5
38317,1
56055,2
61915,2
57071,7
32565,4
58300,4
59769,3
56898,5
40665,8
13637,7
56801,0
25316,6
39306,0
67657,4
14747,6
54235,0
41421,2
54221,0
59601,6
8910,7
35350,5
